DateTimeUtc,forecast_consumption,model,forecast_day,actual_consumption,error,abs_error
2026-01-19 00:00:00+00:00,337.1222819246032,RF,2026-01-19,0.0,337.1222819246032,337.1222819246032
2026-01-19 00:00:00+00:00,-7.481700897216797,XGB,2026-01-19,0.0,-7.481700897216797,7.481700897216797
2026-01-19 01:00:00+00:00,350.1377396329364,RF,2026-01-19,0.0,350.1377396329364,350.1377396329364
2026-01-19 01:00:00+00:00,4.919905662536621,XGB,2026-01-19,0.0,4.919905662536621,4.919905662536621
2026-01-19 02:00:00+00:00,349.0638161805556,RF,2026-01-19,0.0,349.0638161805556,349.0638161805556
2026-01-19 02:00:00+00:00,1.2187808752059937,XGB,2026-01-19,0.0,1.2187808752059937,1.2187808752059937
2026-01-19 03:00:00+00:00,351.11100618055553,RF,2026-01-19,0.0,351.11100618055553,351.11100618055553
2026-01-19 03:00:00+00:00,-1.973372220993042,XGB,2026-01-19,0.0,-1.973372220993042,1.973372220993042
2026-01-19 04:00:00+00:00,412.3124745138884,RF,2026-01-19,0.0,412.3124745138884,412.3124745138884
2026-01-19 04:00:00+00:00,27.12380599975586,XGB,2026-01-19,0.0,27.12380599975586,27.12380599975586
2026-01-19 05:00:00+00:00,391.65498638888914,RF,2026-01-19,0.0,391.65498638888914,391.65498638888914
2026-01-19 05:00:00+00:00,41.273162841796875,XGB,2026-01-19,0.0,41.273162841796875,41.273162841796875
2026-01-19 06:00:00+00:00,393.32086138888934,RF,2026-01-19,0.0,393.32086138888934,393.32086138888934
2026-01-19 06:00:00+00:00,66.50476837158203,XGB,2026-01-19,0.0,66.50476837158203,66.50476837158203
2026-01-19 07:00:00+00:00,393.3919175000002,RF,2026-01-19,0.0,393.3919175000002,393.3919175000002
2026-01-19 07:00:00+00:00,68.43939971923828,XGB,2026-01-19,0.0,68.43939971923828,68.43939971923828
2026-01-19 08:00:00+00:00,60.5125617980957,XGB,2026-01-19,0.0,60.5125617980957,60.5125617980957
2026-01-19 08:00:00+00:00,395.3791875000001,RF,2026-01-19,0.0,395.3791875000001,395.3791875000001
2026-01-19 09:00:00+00:00,124.36814880371094,XGB,2026-01-19,0.0,124.36814880371094,124.36814880371094
2026-01-19 09:00:00+00:00,414.21792750000014,RF,2026-01-19,0.0,414.21792750000014,414.21792750000014
2026-01-19 10:00:00+00:00,325.4978332519531,XGB,2026-01-19,0.0,325.4978332519531,325.4978332519531
2026-01-19 10:00:00+00:00,517.7173550000007,RF,2026-01-19,0.0,517.7173550000007,517.7173550000007
2026-01-19 11:00:00+00:00,336.29730224609375,XGB,2026-01-19,0.0,336.29730224609375,336.29730224609375
2026-01-19 11:00:00+00:00,609.0671424999995,RF,2026-01-19,0.0,609.0671424999995,609.0671424999995
2026-01-19 12:00:00+00:00,341.6395263671875,XGB,2026-01-19,0.0,341.6395263671875,341.6395263671875
2026-01-19 12:00:00+00:00,609.7104599999998,RF,2026-01-19,0.0,609.7104599999998,609.7104599999998
2026-01-19 13:00:00+00:00,343.2923889160156,XGB,2026-01-19,0.0,343.2923889160156,343.2923889160156
2026-01-19 13:00:00+00:00,610.0032999999997,RF,2026-01-19,0.0,610.0032999999997,610.0032999999997
2026-01-19 14:00:00+00:00,610.1009674999998,RF,2026-01-19,0.0,610.1009674999998,610.1009674999998
2026-01-19 14:00:00+00:00,344.4779968261719,XGB,2026-01-19,0.0,344.4779968261719,344.4779968261719
2026-01-19 15:00:00+00:00,377.500732421875,XGB,2026-01-19,0.0,377.500732421875,377.500732421875
2026-01-19 15:00:00+00:00,614.7906575000002,RF,2026-01-19,0.0,614.7906575000002,614.7906575000002
2026-01-19 16:00:00+00:00,415.20355224609375,XGB,2026-01-19,0.0,415.20355224609375,415.20355224609375
2026-01-19 16:00:00+00:00,698.4592300000003,RF,2026-01-19,0.0,698.4592300000003,698.4592300000003
2026-01-19 17:00:00+00:00,729.0812874999996,RF,2026-01-19,0.0,729.0812874999996,729.0812874999996
2026-01-19 17:00:00+00:00,427.47412109375,XGB,2026-01-19,0.0,427.47412109375,427.47412109375
2026-01-19 18:00:00+00:00,427.0331726074219,XGB,2026-01-19,0.0,427.0331726074219,427.0331726074219
2026-01-19 18:00:00+00:00,729.7037849999998,RF,2026-01-19,0.0,729.7037849999998,729.7037849999998
2026-01-19 19:00:00+00:00,418.9851379394531,XGB,2026-01-19,0.0,418.9851379394531,418.9851379394531
2026-01-19 19:00:00+00:00,702.4092625000002,RF,2026-01-19,0.0,702.4092625000002,702.4092625000002
2026-01-19 20:00:00+00:00,378.3736877441406,XGB,2026-01-19,0.0,378.3736877441406,378.3736877441406
2026-01-19 20:00:00+00:00,614.4078550000003,RF,2026-01-19,0.0,614.4078550000003,614.4078550000003
2026-01-19 21:00:00+00:00,352.2688293457031,XGB,2026-01-19,0.0,352.2688293457031,352.2688293457031
2026-01-19 21:00:00+00:00,609.9398699999998,RF,2026-01-19,0.0,609.9398699999998,609.9398699999998
2026-01-19 22:00:00+00:00,540.6840250000006,RF,2026-01-19,0.0,540.6840250000006,540.6840250000006
2026-01-19 22:00:00+00:00,328.9836730957031,XGB,2026-01-19,0.0,328.9836730957031,328.9836730957031
